"","Year","quarter","mkt_fare","citymarketid_1","citymarketid_2","city1","city2","carairlineid","car","carpax","carpaxshare","caravgfare","fareinc_min","fareinc_minpaxsh","fareinc_max","fare_inc_maxpaxsh","fare_inc_x3paxsh","Geocoded_City1","Geocoded_City2","tbl5pk","lat1","lon1","lat2","lon2","distance"
"89",2013,"3",272.89,32337,31703,"Indianapolis, IN","New York City, NY (Metropolitan Area)",19977,"UA",12390,0.13,314.78,125,0.05,550,0.11,0.34,"Indianapolis, IN
(39.76845, -86.156212)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20133323373170319977UA",39.7684,-86.15807,40.71278,-74.00597,1035.25507065128
"90",2018,"3",280.42,31057,30529,"Charlotte, NC","Hartford, CT",19805,"AA",14750,0.4448,289.28,175,0.1024,325,0.0705,0.0685,"","","20183310573052919805AA",35.22709,-80.84313,41.7658,-72.67337,1015.29192540872
"91",2012,"3",288.64,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19977,"UA",11170,0.33,302.1,100,0.06,500,0.08,0.42,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)","20123317033452419977UA",40.71278,-74.00597,37.54072,-77.43605,459.989339956391
"92",2015,"1",276.89,31057,31136,"Charlotte, NC","Jacksonville, FL",20355,"US",5180,0.36,301.28,75,0.06,500,0.06,0.57,"Charlotte, NC
(35.222936, -80.840161)","Jacksonville, FL
(30.325968, -81.65676)","20151310573113620355US",35.22709,-80.84313,30.33218,-81.65565,549.186651678539
"93",2018,"3",127.27,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19393,"WN",8240,0.1435,102.26,75,0.4199,200,0.085,0,"","","20183311363246719393WN",30.33218,-81.65565,26.30139,-80.63269,458.935411290219
"94",2012,"3",330.67,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",19790,"DL",38960,0.58,337.65,125,0.07,275,0.07,0.37,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20123331053170319790DL",39.10312,-84.51202,40.71278,-74.00597,912.600854313309
"95",2012,"4",264.23,30397,31986,"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",19790,"DL",14240,0.88,271.07,175,0.05,425,0.06,0.04,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Grand Rapids, MI
(47.925705, -97.036068)","20124303973198619790DL",33.84982,-84.43827,42.96336,-85.66809,1018.30845415471
"96",2012,"3",119.61,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",19393,"WN",43150,0.78,117.05,75,0.22,200,0.14,0.0012,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Lubbock, TX
(41.181125, -96.030508)","20123301943289619393WN",32.70788,-96.92091,33.57786,-101.85517,469.109283285854
"97",2018,"3",263.23,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",19805,"AA",15510,0.4395,273.07,175,0.0877,375,0.1141,0.0393,"","","20183310573064719805AA",35.22709,-80.84313,41.49932,-81.69436,700.893871479168
"98",2018,"3",288.52,31057,31066,"Charlotte, NC","Columbus, OH",19805,"AA",8640,0.4524,301.94,175,0.0671,425,0.0671,0.0463,"","","20183310573106619805AA",35.22709,-80.84313,39.96118,-82.99879,559.191713719937
"99",2013,"1",309.13,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",19790,"DL",40100,0.67,339.64,200,0.05,625,0.07,0.11,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)","20131307213129519790DL",42.36008,-71.05888,42.33143,-83.04575,983.647110832528
"100",2015,"2",262.96,30257,30977,"Albany, NY","Chicago, IL",19393,"WN",4910,0.17,242.18,150,0.07,400,0.06,0,"Albany, NY
(42.651242, -73.755418)","Chicago, IL
(41.775002, -87.696388)","20152302573097719393WN",42.65258,-73.75623,41.87811,-87.6298,1142.81595425702
"101",2014,"4",295.73,33105,34100,"Cincinnati, OH","Philadelphia, PA",19790,"DL",7780,0.34,278.24,150,0.05,400,0.14,0.06,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)","20144331053410019790DL",39.10312,-84.51202,39.95258,-75.16522,806.262528481617
"102",2018,"3",286.11,31057,31123,"Charlotte, NC","St. Louis, MO",19805,"AA",11960,0.4391,298.8,175,0.0928,325,0.0727,0.0736,"","","20183310573112319805AA",35.22709,-80.84313,38.627,-90.1994,912.347479486982
"103",2018,"3",271.17,31057,32337,"Charlotte, NC","Indianapolis, IN",19805,"AA",10860,0.4266,278.63,175,0.1169,375,0.1529,0.0378,"","","20183310573233719805AA",35.22709,-80.84313,39.7684,-86.15807,688.35242262843
"104",2018,"3",269.6,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",19805,"AA",30470,0.4768,272.13,150,0.0578,450,0.0558,0.0735,"","","20183310573246719805AA",35.22709,-80.84313,26.30139,-80.63269,992.026450851563
"105",2018,"3",289.47,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",19805,"AA",17420,0.4835,297.9,150,0.0505,400,0.0706,0.151,"","","20183310573319519805AA",35.22709,-80.84313,27.95058,-82.45718,822.831940834973
"106",2012,"1",118.02,30325,33316,"Denver, CO","Omaha, NE",19977,"UA",13940,0.24,157.39,75,0.11,225,0.06,0.12,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)","20121303253331619977UA",39.73924,-104.99025,41.25654,-95.9345,783.157974982915
"107",2015,"2",266.26,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",19790,"DL",6670,0.14,362.34,175,0.07,525,0.05,0.21,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Columbus, OH
(39.962649, -82.996216)","20152307213106619790DL",42.36008,-71.05888,39.96118,-82.99879,1032.84283860022
"108",2013,"3",332.33,30977,33105,"Chicago, IL","Cincinnati, OH",19790,"DL",4990,0.16,345.31,175,0.06,500,0.07,0.02,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20133309773310519790DL",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"109",2014,"3",331.79,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19790,"DL",10880,0.34,364.16,200,0.06,600,0.05,0.02,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20143323373165019790DL",39.7684,-86.15807,44.93748,-93.201,814.514168710895
"110",2012,"1",111.93,33198,33342,"Kansas City, MO","Milwaukee, WI",19393,"WN",11890,0.43,114.42,75,0.44,225,0.11,0.0093,"Kansas City, MO
(39.099792, -94.578559)","Milwaukee, WI
(43.041072, -87.909421)","20121331983334219393WN",39.09973,-94.57857,43.0389,-87.90647,709.55952534109
"111",2014,"2",315.56,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19790,"DL",18350,0.62,333.67,225,0.08,500,0.09,0.02,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20142306473165019790DL",41.49932,-81.69436,44.93748,-93.201,1005.91973726896
"112",2012,"4",263.03,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19393,"WN",3650,0.13,230.21,125,0.06,375,0.07,0.01,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20124310663165019393WN",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"113",2018,"3",284.21,31057,33244,"Charlotte, NC","Memphis, TN",19805,"AA",8890,0.4599,286.31,125,0.0574,400,0.0641,0.2508,"","","20183310573324419805AA",35.22709,-80.84313,35.14953,-90.04898,835.767140822544
"114",2018,"3",263.11,31057,33342,"Charlotte, NC","Milwaukee, WI",19805,"AA",8080,0.3813,271.96,175,0.0817,400,0.0606,0.0173,"","","20183310573334219805AA",35.22709,-80.84313,43.0389,-87.90647,1059.36877571403
"115",2018,"3",286.38,31066,34100,"Columbus, OH","Philadelphia, PA",19805,"AA",12270,0.4514,290.4,175,0.0701,400,0.0685,0.0318,"","","20183310663410019805AA",39.96118,-82.99879,39.95258,-75.16522,667.022902713275
"116",2015,"1",284.97,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",20355,"US",3970,0.15,253.51,175,0.1,275,0.08,0.03,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Columbus, OH
(39.962649, -82.996216)","20151307213106620355US",42.36008,-71.05888,39.96118,-82.99879,1032.84283860022
"117",2013,"3",275.71,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,"US",20670,0.4,290.39,175,0.1,425,0.06,0.03,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)","20133310573410020355US",35.22709,-80.84313,39.95258,-75.16522,724.709223883502
"118",2015,"3",290.9,30397,32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",19790,"DL",7160,0.41,301.29,100,0.09,425,0.06,0.44,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Little Rock, AR
(34.748745, -92.275105)","20153303973260019790DL",33.84982,-84.43827,34.74446,-92.28802,727.23069307712
"119",2012,"3",302.63,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",19790,"DL",24520,0.81,318.81,200,0.09,475,0.06,0.009,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20123331983165019790DL",39.09973,-94.57857,44.93748,-93.201,658.554590337954
"120",2014,"2",323.75,30977,34524,"Chicago, IL","Richmond, VA",19805,"AA",7910,0.24,329.99,175,0.05,525,0.1,0.12,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)","20142309773452419805AA",41.87811,-87.6298,37.54072,-77.43605,994.839788887037
"121",2018,"3",114.68,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",19977,"UA",9820,0.1243,151.74,75,0.0794,200,0.055,0.111,"","","20183311353170319977UA",33.68906,-78.88669,40.71278,-74.00597,891.671242405516
"122",2013,"4",336.97,30977,33105,"Chicago, IL","Cincinnati, OH",19790,"DL",9010,0.31,350.94,225,0.12,475,0.17,0.0011,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20134309773310519790DL",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"123",2012,"3",109.13,32211,30466,"Las Vegas, NV","Phoenix, AZ",19393,"WN",106970,0.71,112.05,75,0.32,225,0.08,0.0013,"Las Vegas, NV
(36.169202, -115.140597)","Phoenix, AZ
(30.406931, -87.217578)","20123322113046619393WN",36.17156,-115.1391,33.44838,-112.07404,411.975145099863
"124",2012,"1",290.5,30977,34524,"Chicago, IL","Richmond, VA",19977,"UA",10940,0.45,336.2,175,0.12,500,0.07,0.04,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)","20121309773452419977UA",41.87811,-87.6298,37.54072,-77.43605,994.839788887037
"125",2013,"3",116.56,31295,31135,"Detroit, MI","Myrtle Beach, SC",19790,"DL",3860,0.13,175.19,125,0.1,275,0.06,0.01,"Detroit, MI
(42.332916, -83.047853)","Myrtle Beach, SC
(33.68785, -78.883852)","20133312953113519790DL",42.33143,-83.04575,33.68906,-78.88669,1026.69867831136
"126",2014,"2",323.75,30977,34524,"Chicago, IL","Richmond, VA",20355,"US",3460,0.1,319.5,200,0.05,250,0.18,0.08,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)","20142309773452420355US",41.87811,-87.6298,37.54072,-77.43605,994.839788887037
"127",2014,"2",274.9,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",19977,"UA",3800,0.17,284.84,175,0.07,325,0.05,0.11,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20142354123170319977UA",35.96064,-83.92074,40.71278,-74.00597,1011.77601635749
"128",2018,"3",127.27,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19805,"AA",9750,0.1698,159.37,100,0.1046,225,0.1241,0.0195,"","","20183311363246719805AA",30.33218,-81.65565,26.30139,-80.63269,458.935411290219
"129",2012,"1",101.13,31638,32211,"Fresno, CA","Las Vegas, NV",19977,"UA",11760,0.57,113.02,75,0.38,200,0.07,0.03,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)","20121316383221119977UA",36.7378,-119.78712,36.17156,-115.1391,420.119072664585
"130",2012,"2",276.86,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19977,"UA",10330,0.34,345.06,250,0.22,550,0.08,0.01,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20122330443170319977UA",38.25266,-85.75846,40.71278,-74.00597,1043.43815246109
"131",2012,"3",267.19,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19790,"DL",17840,0.67,289.48,200,0.08,450,0.05,0.01,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20123310663165019790DL",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"132",2013,"1",262.94,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19393,"WN",4220,0.12,212.5,125,0.17,375,0.06,0.02,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20131330443170319393WN",38.25266,-85.75846,40.71278,-74.00597,1043.43815246109
"133",2013,"2",334.5,30977,33105,"Chicago, IL","Cincinnati, OH",19790,"DL",9510,0.31,347.94,175,0.07,475,0.21,0.01,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20132309773310519790DL",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"134",2012,"2",261.29,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,"US",48970,0.86,272.76,150,0.11,425,0.06,0.04,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)","20122310573410020355US",35.22709,-80.84313,39.95258,-75.16522,724.709223883502
"135",2013,"4",265.79,32337,31703,"Indianapolis, IN","New York City, NY (Metropolitan Area)",20355,"US",25370,0.26,196.75,125,0.14,275,0.08,0.03,"Indianapolis, IN
(39.76845, -86.156212)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20134323373170320355US",39.7684,-86.15807,40.71278,-74.00597,1035.25507065128
"136",2012,"4",261.57,31057,31295,"Charlotte, NC","Detroit, MI",19790,"DL",15520,0.43,267.32,175,0.3,375,0.06,0.09,"Charlotte, NC
(35.222936, -80.840161)","Detroit, MI
(42.332916, -83.047853)","20124310573129519790DL",35.22709,-80.84313,42.33143,-83.04575,812.079540863763
"137",2018,"3",315.22,31453,33158,"Houston, TX","Midland/Odessa, TX",19393,"WN",17850,0.2566,266.03,150,0.1221,400,0.0924,0.0017,"","","20183314533315819393WN",29.76043,-95.3698,31.93917,-102.25225,699.612123505749
"138",2012,"4",332.41,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19977,"UA",7550,0.3,332.94,175,0.06,625,0.05,0.16,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)","20124306473410019977UA",41.49932,-81.69436,39.95258,-75.16522,575.89102774895
"139",2018,"3",315.22,31453,33158,"Houston, TX","Midland/Odessa, TX",19977,"UA",15660,0.2252,365.49,275,0.0562,425,0.0556,0.0083,"","","20183314533315819977UA",29.76043,-95.3698,31.93917,-102.25225,699.612123505749
"140",2013,"2",326.99,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19977,"UA",8940,0.31,326.97,75,0.05,650,0.05,0.54,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)","20132306473410019977UA",41.49932,-81.69436,39.95258,-75.16522,575.89102774895
"141",2012,"1",261.92,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",19393,"WN",4680,0.2,214.15,125,0.06,400,0.06,0.07,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)","20121316503069319393WN",44.93748,-93.201,36.16266,-86.7816,1114.69532630839
"142",2018,"3",266.71,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19790,"DL",21300,0.1877,260.24,100,0.1315,525,0.0592,0.3315,"","","20183317033019819790DL",40.71278,-74.00597,40.44062,-79.99589,506.351972108253
"143",2018,"3",266.71,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19805,"AA",13510,0.119,283.74,125,0.1362,525,0.0659,0.2517,"","","20183317033019819805AA",40.71278,-74.00597,40.44062,-79.99589,506.351972108253
"144",2018,"3",266.71,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19977,"UA",19100,0.1683,279.95,100,0.0592,525,0.0738,0.3398,"","","20183317033019819977UA",40.71278,-74.00597,40.44062,-79.99589,506.351972108253
"145",2018,"3",133.9,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,"WN",158730,0.2527,140.78,75,0.1583,325,0.0925,0.1485,"","","20183322113245719393WN",36.17156,-115.1391,37.77493,-122.41942,670.215596407341
"146",2015,"2",267.96,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,"DL",13850,0.38,321.09,175,0.07,525,0.05,0.07,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)","20152303973310519790DL",33.84982,-84.43827,39.10312,-84.51202,583.783820212605
"147",2013,"2",266.58,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",19790,"DL",20410,0.67,280.35,150,0.07,350,0.07,0.12,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)","20132316503069319790DL",44.93748,-93.201,36.16266,-86.7816,1114.69532630839
"148",2018,"3",133.9,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19977,"UA",65330,0.104,147.26,75,0.1584,200,0.0511,0.1462,"","","20183322113245719977UA",36.17156,-115.1391,37.77493,-122.41942,670.215596407341
"149",2015,"2",385.61,31295,34100,"Detroit, MI","Philadelphia, PA",20355,"US",6800,0.16,454.44,200,0.06,700,0.09,0.25,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)","20152312953410020355US",42.33143,-83.04575,39.95258,-75.16522,710.113722507413
"150",2013,"1",117.72,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",19805,"AA",18910,0.39,114.35,75,0.3,150,0.23,0.04,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Tulsa, OK
(61.096484, -160.967455)","20131301943465319805AA",32.70788,-96.92091,36.15398,-95.99278,392.25848837931
"151",2018,"3",121.04,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19393,"WN",143650,0.2226,141.16,75,0.1854,275,0.0712,0.1809,"","","20183322113257519393WN",36.17156,-115.1391,34.05223,-118.24368,367.519812989316
"152",2012,"3",117.71,30325,34614,"Denver, CO","Salt Lake City, UT",19393,"WN",45180,0.35,113.66,75,0.2,225,0.05,9e-04,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)","20123303253461419393WN",39.73924,-104.99025,40.76078,-111.89105,595.996985692568
"153",2012,"3",295.64,31295,34100,"Detroit, MI","Philadelphia, PA",19790,"DL",20270,0.44,284.62,75,0.05,625,0.05,0.52,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)","20123312953410019790DL",42.33143,-83.04575,39.95258,-75.16522,710.113722507413
"154",2018,"3",128.47,32211,33570,"Las Vegas, NV","San Diego, CA",19393,"WN",48820,0.357,139.74,75,0.1915,275,0.0772,0.1528,"","","20183322113357019393WN",36.17156,-115.1391,32.71574,-117.16108,426.346124454117
"155",2015,"2",263.06,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",20355,"US",12660,0.34,290.35,75,0.05,475,0.05,0.7,"Charlotte, NC
(35.222936, -80.840161)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)","20152310573319520355US",35.22709,-80.84313,27.95058,-82.45718,822.831940834973
"156",2012,"3",105.04,30713,34057,"Boise, ID","Portland, OR",19393,"WN",21140,0.46,97.69,75,0.22,150,0.09,0.0014,"Boise, ID
(43.597772, -83.884521)","Portland, OR
(45.516018, -122.681425)","20123307133405719393WN",43.61502,-116.20231,45.51523,-122.67839,554.266280896241
"157",2015,"1",341.98,30977,34524,"Chicago, IL","Richmond, VA",19977,"UA",5290,0.22,387.43,225,0.05,525,0.14,0.03,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)","20151309773452419977UA",41.87811,-87.6298,37.54072,-77.43605,994.839788887037
"158",2015,"3",279.34,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",19805,"AA",21560,0.38,304.34,200,0.2,500,0.05,0.04,"Charlotte, NC
(35.222936, -80.840161)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","20153310573246719805AA",35.22709,-80.84313,26.30139,-80.63269,992.026450851563
"159",2013,"4",265.79,32337,31703,"Indianapolis, IN","New York City, NY (Metropolitan Area)",19790,"DL",34950,0.35,301.94,175,0.13,300,0.06,0.15,"Indianapolis, IN
(39.76845, -86.156212)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20134323373170319790DL",39.7684,-86.15807,40.71278,-74.00597,1035.25507065128
"160",2012,"1",356.57,30977,33105,"Chicago, IL","Cincinnati, OH",19977,"UA",9290,0.38,375.72,200,0.07,475,0.27,0.03,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20121309773310519977UA",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"161",2015,"3",300.14,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19805,"AA",4160,0.15,316.48,200,0.11,275,0.07,0.03,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)","20153317033366719805AA",40.71278,-74.00597,36.85077,-76.28587,472.359635513571
