tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2009,4,93.79,33342,31650,"Milwaukee, WI","Minneapolis/St. Paul, MN",20452,YX,9000,0.16,94.22,75,0.66,175,0.05,0.05,"Milwaukee, WI
(43.041072, -87.909421)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20094333423165020452YX
Table 5,1998,2,238.94,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",20355,US,15630,0.44,233.13,125,0.19,450,0.16,0.28,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",19982330443170320355US
Table 5,2001,1,310.85,31057,31295,"Charlotte, NC","Detroit, MI",19386,NW,9340,0.46,336.25,100,0.05,575,0.05,0.58,"Charlotte, NC
(35.222936, -80.840161)","Detroit, MI
(42.332916, -83.047853)",20011310573129519386NW
Table 5,2012,3,117.71,30325,34614,"Denver, CO","Salt Lake City, UT",19393,WN,45180,0.35,113.66,75,0.2,225,0.05,0.0009,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20123303253461419393WN
Table 5,1997,2,264.02,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",20355,US,13030,0.84,273.66,125,0.13,375,0.33,0.03,"Charlotte, NC
(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",19972310573064720355US
Table 5,1996,2,265.1,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19386,NW,17230,0.79,267.9,125,0.17,450,0.22,0.38,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",19962323373165019386NW
Table 5,1996,2,96.33,31453,32600,"Houston, TX","Little Rock, AR",20374,RU,6440,0.21,112.14,75,0.11,175,0.05,0.0062,"Houston, TX
(29.760803, -95.369506)","Little Rock, AR
(34.748745, -92.275105)",19962314533260020374RU
Table 5,1996,3,86.21,33495,33214,"New Orleans, LA","San Antonio, TX",19393,WN,16620,0.64,83.96,75,0.65,125,0.34,0,"New Orleans, LA
(29.950621, -90.074948)","San Antonio, TX
(29.425173, -98.494599)",19963334953321419393WN
Table 5,2010,4,251.54,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",19704,CO,3840,0.19,260.58,100,0.15,225,0.27,0.24,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20104354123170319704CO
Table 5,2000,2,239.66,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",19805,AA,30200,0.37,257.31,75,0.07,525,0.07,0.41,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","St. Louis, MO
(38.630276, -90.200309)",20002301943112319805AA
Table 5,2007,1,93.03,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",19805,AA,10600,0.15,105.28,75,0.29,150,0.05,0.05,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Lubbock, TX
(41.181125, -96.030508)",20071301943289619805AA
Table 5,2004,1,284.18,31295,33244,"Detroit, MI","Memphis, TN",19386,NW,12470,0.86,296.84,125,0.08,575,0.05,0.29,"Detroit, MI
(42.332916, -83.047853)","Memphis, TN
(35.143378, -90.052136)",20041312953324419386NW
Table 5,1999,1,280.87,31295,33244,"Detroit, MI","Memphis, TN",19790,DL,1620,0.12,176.61,125,0.07,300,0.06,0.01,"Detroit, MI
(42.332916, -83.047853)","Memphis, TN
(35.143378, -90.052136)",19991312953324419790DL
Table 5,1998,2,250.71,30194,33316,"Dallas/Fort Worth, TX","Omaha, NE",20211,TW,2050,0.1,225.31,75,0.07,375,0.1,0.37,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Omaha, NE
(46.07035, -93.666319)",19982301943331620211TW
Table 5,2012,3,295.64,31295,34100,"Detroit, MI","Philadelphia, PA",19790,DL,20270,0.44,284.62,75,0.05,625,0.05,0.52,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)",20123312953410019790DL
Table 5,1998,1,225.45,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",19805,AA,8930,0.76,220.18,75,0.06,525,0.08,0.3,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Des Moines, IA
(41.588822, -93.620309)",19981301943142319805AA
Table 5,2010,1,309.44,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",20355,US,9340,0.59,341.72,125,0.05,525,0.05,0.5,"Columbia, SC
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20101308683085220355US
Table 5,2018,3,128.47,32211,33570,"Las Vegas, NV","San Diego, CA",19393,WN,48820,0.357,139.74,75,0.1915,275,0.0772,0.1528,,,20183322113357019393WN
Table 5,2015,2,263.06,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",20355,US,12660,0.34,290.35,75,0.05,475,0.05,0.7,"Charlotte, NC
(35.222936, -80.840161)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20152310573319520355US
Table 5,2004,3,91.64,34057,33192,"Portland, OR","Sacramento, CA",19930,AS,25480,0.25,99.14,75,0.36,175,0.11,0.0067,"Portland, OR
(45.516018, -122.681425)","Sacramento, CA
(38.582087, -121.50012)",20043340573319219930AS
Table 5,2011,2,264.99,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19790,DL,15660,0.66,281.91,150,0.07,525,0.05,0.16,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20112310663165019790DL
Table 5,1998,4,70.98,34057,34570,"Portland, OR","Reno, NV",19930,AS,6940,0.15,68.12,75,0.78,125,0.1,0.0029,"Portland, OR
(45.516018, -122.681425)","Reno, NV
(30.177159, -95.162771)",19984340573457019930AS
Table 5,1996,2,86.03,34614,31884,"Salt Lake City, UT","Spokane, WA",19393,WN,8990,0.54,71.35,75,0.72,100,0.27,0,"Salt Lake City, UT
(40.758478, -111.888142)","Spokane, WA
(47.658999, -117.425022)",19962346143188419393WN
Table 5,2012,3,105.04,30713,34057,"Boise, ID","Portland, OR",19393,WN,21140,0.46,97.69,75,0.22,150,0.09,0.0014,"Boise, ID
(43.597772, -83.884521)","Portland, OR
(45.516018, -122.681425)",20123307133405719393WN
Table 5,1998,2,77.91,30713,31884,"Boise, ID","Spokane, WA",19393,WN,7440,0.47,71.06,75,1,75,1,0,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",19982307133188419393WN
Table 5,2007,2,275.9,31295,33342,"Detroit, MI","Milwaukee, WI",19386,NW,15770,0.95,278.41,125,0.06,350,0.42,0.04,"Detroit, MI
(42.332916, -83.047853)","Milwaukee, WI
(43.041072, -87.909421)",20072312953334219386NW
Table 5,2001,1,284.2,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",20355,US,10400,0.62,268.57,75,0.09,500,0.05,0.49,"Charlotte, NC
(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",20011310573064720355US
Table 5,2002,3,232.25,31295,30529,"Detroit, MI","Hartford, CT",19386,NW,15370,0.72,256.63,125,0.18,500,0.08,0.21,"Detroit, MI
(42.332916, -83.047853)","Hartford, CT
(41.765775, -72.673356)",20023312953052919386NW
Table 5,2005,1,99.32,30713,34614,"Boise, ID","Salt Lake City, UT",19393,WN,8440,0.48,89.7,75,0.24,125,0.5,0,"Boise, ID
(43.597772, -83.884521)","Salt Lake City, UT
(40.758478, -111.888142)",20051307133461419393WN
Table 5,1997,1,280.22,31057,30529,"Charlotte, NC","Hartford, CT",20355,US,11300,0.88,287.92,100,0.06,425,0.29,0.56,"Charlotte, NC
(35.222936, -80.840161)","Hartford, CT
(41.765775, -72.673356)",19971310573052920355US
Table 5,2004,4,88.35,30977,32337,"Chicago, IL","Indianapolis, IN",19805,AA,8420,0.2,99.92,75,0.52,125,0.15,0.04,"Chicago, IL
(41.775002, -87.696388)","Indianapolis, IN
(39.76845, -86.156212)",20044309773233719805AA
Table 5,1997,2,75.2,31136,33195,"Jacksonville, FL","Tampa, FL (Metropolitan Area)",19393,WN,6810,0.39,59.49,75,1,75,1,0,"Jacksonville, FL
(30.325968, -81.65676)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",19972311363319519393WN
Table 5,2003,3,227.43,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",20355,US,12970,0.82,228.27,100,0.05,350,0.07,0.28,"Portland, ME
(45.516018, -122.681425)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20033343213085220355US
Table 5,2006,1,89.98,33195,34027,"Tampa, FL (Metropolitan Area)","West Palm Beach/Palm Beach, FL",19393,WN,21150,1,89.98,75,0.22,125,0.43,0,"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)",20061331953402719393WN
Table 5,2004,1,257.11,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19790,DL,5670,0.13,232.17,100,0.19,400,0.11,0.29,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20041317033452419790DL
Table 5,1998,1,225.1,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",19790,DL,5790,0.2,233.85,75,0.13,400,0.25,0.46,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Memphis, TN
(35.143378, -90.052136)",19981301943324419790DL
Table 5,1997,3,77.07,30423,31453,"Austin, TX","Houston, TX",19704,CO,18580,0.21,83.52,75,0.29,100,0.62,0.0048,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",19973304233145319704CO
Table 5,2009,4,228.7,30994,30852,"Charleston, SC","Washington, DC (Metropolitan Area)",20355,US,25470,0.77,236.85,125,0.07,400,0.08,0.16,"Charleston, SC
(32.77647, -79.931027)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20094309943085220355US
Table 5,2008,2,253.09,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",19790,DL,7100,0.31,252.27,125,0.08,225,0.11,0.2,"Greenville/Spartanburg, SC
(44.513288, -88.013256)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20082318713170319790DL
Table 5,1996,1,93.07,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,WN,45760,0.33,92.59,75,0.09,125,0.55,0,"Las Vegas, NV
(36.169202, -115.140597)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19961322113245719393WN
Table 5,2003,2,232.23,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",19704,CO,41740,0.66,256.37,125,0.34,575,0.08,0.28,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",20032307213064719704CO
Table 5,2015,1,341.98,30977,34524,"Chicago, IL","Richmond, VA",19977,UA,5290,0.22,387.43,225,0.05,525,0.14,0.03,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20151309773452419977UA
Table 5,2004,1,264.24,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19790,DL,17420,0.7,269.01,200,0.06,400,0.09,0.0017,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charlotte, NC
(35.222936, -80.840161)",20041303973105719790DL
Table 5,1997,3,78.61,30423,33158,"Austin, TX","Midland/Odessa, TX",19393,WN,17140,0.98,78.37,75,0.56,100,0.43,0,"Austin, TX
(30.264979, -97.746598)","Midland/Odessa, TX
(31.997433, -102.078043)",19973304233315819393WN
Table 5,1996,1,90.58,30647,31123,"Cleveland, OH (Metropolitan Area)","St. Louis, MO",19393,WN,12970,0.39,62.78,75,0.74,100,0.25,0,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","St. Louis, MO
(38.630276, -90.200309)",19961306473112319393WN
Table 5,2004,2,75.92,33195,34027,"Tampa, FL (Metropolitan Area)","West Palm Beach/Palm Beach, FL",19393,WN,18280,1,75.92,75,0.35,100,0.64,0,"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)",20042331953402719393WN
Table 5,2015,3,279.34,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",19805,AA,21560,0.38,304.34,200,0.2,500,0.05,0.04,"Charlotte, NC
(35.222936, -80.840161)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20153310573246719805AA
Table 5,2004,1,78.6,32211,30436,"Las Vegas, NV","Tucson, AZ",19393,WN,42290,0.88,76.55,75,0.52,125,0.25,0.0005,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",20041322113043619393WN
Table 5,1996,4,68.4,30158,31295,"Atlantic City, NJ","Detroit, MI",20416,NK,28530,0.98,66.68,75,0.96,75,0.96,0,"Atlantic City, NJ
(33.748547, -84.391502)","Detroit, MI
(42.332916, -83.047853)",19964301583129520416NK
Table 5,1996,3,69.21,34570,30559,"Reno, NV","Seattle, WA",19930,AS,20710,0.42,67.89,75,0.8,125,0.05,0.0029,"Reno, NV
(30.177159, -95.162771)","Seattle, WA
(47.603229, -122.33028)",19963345703055919930AS
Table 5,2004,2,98.31,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",20355,US,31160,0.17,107.97,75,0.56,150,0.13,0.1,"Buffalo, NY
(39.945422, -78.64671)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20042307923170320355US
Table 5,1996,3,97.16,30189,33198,"Colorado Springs, CO","Kansas City, MO",19977,UA,4400,0.22,121.29,75,0.48,175,0.06,0.13,"Colorado Springs, CO
(38.835224, -104.819798)","Kansas City, MO
(39.099792, -94.578559)",19963301893319819977UA
Table 5,1998,2,78.4,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19393,WN,35150,0.68,64.49,75,1,75,1,0,"Jacksonville, FL
(30.325968, -81.65676)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",19982311363246719393WN
Table 5,1996,1,97.63,34262,32457,"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",19994,QQ,7710,0.24,91.75,75,0.21,125,0.21,0.0026,"Palm Springs, CA
(33.830302, -116.546843)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19961342623245719994QQ
Table 5,2006,2,238.01,31295,32337,"Detroit, MI","Indianapolis, IN",19386,NW,16520,0.84,253.46,100,0.07,450,0.11,0.47,"Detroit, MI
(42.332916, -83.047853)","Indianapolis, IN
(39.76845, -86.156212)",20062312953233719386NW
Table 5,2009,3,288.12,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,DL,10930,0.29,282.15,125,0.13,675,0.05,0.24,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20093302553085219790DL
Table 5,2010,2,238.79,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19393,WN,4890,0.11,197.61,125,0.05,300,0.06,0,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20102330443170319393WN
Table 5,2004,3,231,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,24880,0.91,238.63,100,0.05,400,0.05,0.29,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",20043303973310519790DL
Table 5,2008,1,279.93,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19977,UA,3910,0.11,302.77,125,0.07,400,0.08,0.26,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20081302553085219977UA
Table 5,1996,3,76.63,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",19393,WN,54390,0.35,73.12,75,0.54,100,0.45,0,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Reno, NV
(30.177159, -95.162771)",19963325753457019393WN
Table 5,1996,1,73.67,34570,33570,"Reno, NV","San Diego, CA",19393,WN,15430,0.41,63.24,75,0.73,100,0.26,0,"Reno, NV
(30.177159, -95.162771)","San Diego, CA
(32.71576, -117.163817)",19961345703357019393WN
Table 5,1997,2,66.82,33198,33851,"Kansas City, MO","Oklahoma City, OK",19393,WN,34380,0.98,65.63,75,0.52,100,0.47,0,"Kansas City, MO
(39.099792, -94.578559)","Oklahoma City, OK
(35.468494, -97.521264)",19972331983385119393WN
Table 5,2004,4,91.27,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",20355,US,139770,0.59,102.8,75,0.42,175,0.05,0.02,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Philadelphia, PA
(39.951061, -75.16562)",20044307213410020355US
Table 5,2012,3,117.85,30325,33316,"Denver, CO","Omaha, NE",20436,F9,23390,0.33,107.02,75,0.23,175,0.18,0.01,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)",20123303253331620436F9
Table 5,2010,2,233.5,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",20437,FL,6260,0.14,115.55,100,0.4,175,0.08,0,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20102302553085220437FL
Table 5,1997,2,231.73,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19386,NW,10570,0.5,234.16,125,0.3,400,0.3,0.33,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Pittsburgh, PA
(40.442169, -79.994945)",19972316503019819386NW
Table 5,2013,4,265.79,32337,31703,"Indianapolis, IN","New York City, NY (Metropolitan Area)",19790,DL,34950,0.35,301.94,175,0.13,300,0.06,0.15,"Indianapolis, IN
(39.76845, -86.156212)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20134323373170319790DL
Table 5,1997,1,73.8,32211,33570,"Las Vegas, NV","San Diego, CA",19393,WN,59840,0.82,73.05,75,1,75,1,0,"Las Vegas, NV
(36.169202, -115.140597)","San Diego, CA
(32.71576, -117.163817)",19971322113357019393WN
Table 5,2003,1,247.1,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19704,CO,8630,0.33,298.88,100,0.05,550,0.14,0.45,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20031330443170319704CO
Table 5,2015,2,74.91,31057,35356,"Charlotte, NC","Trenton, NJ",20436,F9,9430,0.5,74.92,75,0.6,125,0.08,0,"Charlotte, NC
(35.222936, -80.840161)","Trenton, NJ
(40.220572, -74.759709)",20152310573535620436F9
Table 5,2008,3,236.04,30994,30852,"Charleston, SC","Washington, DC (Metropolitan Area)",20355,US,22690,0.64,250.77,125,0.08,350,0.11,0.13,"Charleston, SC
(32.77647, -79.931027)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20083309943085220355US
Table 5,2005,4,235.51,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19386,NW,5190,0.26,245.93,125,0.12,525,0.05,0.15,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20054331053165019386NW
Table 5,2003,3,247.17,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",20355,US,55000,0.88,254.58,100,0.16,500,0.12,0.37,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Pittsburgh, PA
(40.442169, -79.994945)",20033307213019820355US
Table 5,2001,1,284.27,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",20355,US,38120,0.98,284.64,100,0.05,425,0.09,0.56,"Pittsburgh, PA
(40.442169, -79.994945)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20011301983085220355US
Table 5,2002,3,74.04,30140,30466,"Albuquerque, NM","Phoenix, AZ",19393,WN,67300,0.82,74.58,75,0.46,125,0.22,0.0009,"Albuquerque, NM
(35.084248, -106.649241)","Phoenix, AZ
(30.406931, -87.217578)",20023301403046619393WN
Table 5,2012,1,356.57,30977,33105,"Chicago, IL","Cincinnati, OH",19977,UA,9290,0.38,375.72,200,0.07,475,0.27,0.03,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20121309773310519977UA
Table 5,2000,1,78.09,31136,33195,"Jacksonville, FL","Tampa, FL (Metropolitan Area)",20355,US,13810,0.62,81.68,75,0.69,125,0.07,0.01,"Jacksonville, FL
(30.325968, -81.65676)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20001311363319520355US
Table 5,1998,2,77.91,30713,31884,"Boise, ID","Spokane, WA",19930,AS,8100,0.52,84.19,75,0.4,100,0.54,0.01,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",19982307133188419930AS
Table 5,2004,2,274.07,33105,34100,"Cincinnati, OH","Philadelphia, PA",19790,DL,14170,0.62,283.2,75,0.08,575,0.07,0.5,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)",20042331053410019790DL
Table 5,1996,4,76.96,30194,33851,"Dallas/Fort Worth, TX","Oklahoma City, OK",19805,AA,11330,0.26,82.65,75,0.42,125,0.08,0.0071,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Oklahoma City, OK
(35.468494, -97.521264)",19964301943385119805AA
Table 5,2004,1,314.31,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,DL,6820,0.48,323.27,125,0.11,600,0.06,0.38,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20041331053165019790DL
Table 5,1996,2,68.75,33192,30559,"Sacramento, CA","Seattle, WA",19930,AS,60820,0.63,74.18,75,0.8,125,0.11,0.0015,"Sacramento, CA
(38.582087, -121.50012)","Seattle, WA
(47.603229, -122.33028)",19962331923055919930AS
Table 5,2008,4,308.37,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",20314,YX,2400,0.13,180.26,125,0.2,250,0.11,0.03,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)",20084316503069320314YX
Table 5,2007,4,233.68,35096,30852,"Syracuse, NY","Washington, DC (Metropolitan Area)",19977,UA,4700,0.21,238.14,125,0.05,400,0.11,0.2,"Syracuse, NY
(43.047945, -76.147448)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20074350963085219977UA
Table 5,2015,3,300.14,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19805,AA,4160,0.15,316.48,200,0.11,275,0.07,0.03,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",20153317033366719805AA
Table 5,1998,3,72.02,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",19805,AA,10830,0.14,75.04,75,0.64,100,0.25,0.0028,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Lubbock, TX
(41.181125, -96.030508)",19983301943289619805AA
Table 5,2015,4,307.47,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19805,AA,8370,0.29,343.26,125,0.11,625,0.07,0.34,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20154302553085219805AA
Table 5,1998,3,76.96,30466,33570,"Phoenix, AZ","San Diego, CA",19991,HP,22370,0.18,81.33,75,0.75,100,0.1,0.03,"Phoenix, AZ
(30.406931, -87.217578)","San Diego, CA
(32.71576, -117.163817)",19983304663357019991HP
Table 5,2000,1,307.5,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,30190,0.93,317.39,125,0.15,500,0.18,0.47,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",20001303973310519790DL
